Business Name,Phone,Email,Address,City,Zip Code,Website,Rating,Category
Houston Automatic Gates,13464016743.0,sales@houstonautogates.com,"930 W Little York Rd, Houston, TX 77091, United States",Houston,77091.0,https://houstonautomaticgates.company/,,Locksmith
Buffalo Bayou Handyman,18323249977.0,,"1923 Washington Ave Suite #2271, Houston, TX 77007, United States",Houston,77007.0,,4.9,Locksmith
Mr. Handyman of NW Houston and Jersey Village,12819426733.0,,"10500 Northwest Fwy #112, Houston, TX 77092, United States",Houston,10500.0,https://www.mrhandyman.com/nw-houston-jersey-village/?cid=LSTL_MHM000197&utm_source=gmb&utm_campaign=local&utm_medium=organic,,Locksmith
Lone Star Door Refinishing,18328828218.0,,"2323 Tannehill Dr, Houston, TX 77008, United States",Houston,77008.0,https://lonestardoorrefinishing.com/,,Locksmith
Houston Gate Repair,17137759559.0,service@houston-gaterepair.com,"1990 Post Oak Blvd #2400, Houston, TX 77056, United States",Houston,77056.0,https://www.houston-gaterepair.com/,,Locksmith
King Safe & Lock,17134650055.0,,"8429 Katy Fwy, Houston, TX 77024, United States",Houston,77024.0,http://kingsafeandlock.com/,,Locksmith
Fixers Automotive,17138809502.0,,"147 E 11th St, Houston, TX 77008, United States",Houston,77008.0,,4.7,Locksmith
Fix My Car Collision,12819744965.0,,"6015 N Shepherd Dr, Houston, TX 77091, United States",Houston,77091.0,https://www.fixmycartx.com/,4.8,Locksmith
C & G Auto Center,13235894236.0,,"7800 S Central Ave, Los Angeles, CA 90001, United States",Houston,90001.0,,4.7,Locksmith
Circle Saw,17138648444.0,864-8444sales@circlesaw.com,"2510 Ella Blvd, Houston, TX 77008, United States",Houston,77008.0,http://www.circlesaw.com/,,Locksmith
Texas Tool Traders,17136979909.0,,"5900 North Fwy, Houston, TX 77076, United States",Houston,77076.0,http://www.texastooltraders.com/,4.1,Locksmith
Central Hardware,17136734999.0,,"3320 E Lockwood Dr, Houston, TX 77026, United States",Houston,77026.0,,4.0,Locksmith
C&S Mobile Mechanic Service,17135455100.0,,"3044 Noble St, Houston, TX 77026, United States",Houston,77026.0,,,Locksmith
Extra Space Storage,12816569520.0,,"1770 E T C Jester Blvd, Houston, TX 77008, United States",Houston,77008.0,https://www.extraspace.com/storage/facilities/us/texas/houston/3477/?cid=org::maps&utm_source=google&utm_medium=organic&utm_campaign=org::maps,,Locksmith
NTB-National Tire & Battery,12812095643.0,,"2123 Louisiana St, Houston, TX 77002, United States",Houston,77002.0,https://www.mavis.com/locations/houston-louisiana-st-tx/?utm_source=yext&utm_medium=organic&utm_campaign=gmb&stnum=4468,,Locksmith
Hotshot Gate Repairs,17134017541.0,713-401-7541info@hotshotgaterepairs.com,,Houston,,http://www.hotshotgaterepairs.com/?utm_source=google&utm_medium=organic&utm_campaign=gmblisting,,Locksmith
